NU_ANO;TP_INSCRICAO;CO_CURSO;CO_IES;CO_CATEGAD;CO_ORGACAD;CO_GRUPO;CO_MUNIC_CURSO;CO_UF_CURSO;CO_REGIAO_CURSO
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57402;417;4;10028;12;3550308;35;3
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;57852;750;7;10028;12;1709500;17;1
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;58412;27103;2;10028;12;5300108;53;5
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
2025;1;59174;823;5;10028;12;2111300;21;2
