NU_ANO;TP_INSCRICAO;CO_CURSO;CO_IES;CO_CATEGAD;CO_ORGACAD;CO_GRUPO;CO_MUNIC_CURSO;CO_UF_CURSO;CO_REGIAO_CURSO
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;758;9;2;10028;12;4113700;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
2025;1;868;10;8;10028;12;4106902;41;4
