NU_ANO;CO_CURSO;CO_RS_I1;CO_RS_I2;CO_RS_I3;CO_RS_I4;CO_RS_I5;CO_RS_I6;CO_RS_I7;CO_RS_I8;CO_RS_I9
2025;9805;C;D;C;B;C;A;D;A;A
2025;1342536;C;C;C;B;C;B;C;B;A
2025;1190280;C;C;A;.;A;D;D;.;A
2025;1166567;C;C;C;B;C;E;D;A;A
2025;15475;D;C;C;B;C;A;C;E;A
2025;5001033;C;C;C;C;C;D;A;B;B
2025;72681;C;C;C;B;C;B;B;B;A
2025;1184325;C;D;B;B;C;E;D;A;A
2025;5001466;D;C;C;B;B;A;D;B;A
2025;1399481;C;C;C;B;B;D;D;B;A
2025;1399478;E;C;C;B;C;B;D;B;A
2025;1385538;C;D;C;A;C;E;C;B;A
2025;9988;D;D;C;B;C;A;C;A;A
2025;1399614;C;D;C;C;C;B;D;C;A
2025;1190667;D;D;C;B;C;A;C;B;B
2025;74655;D;C;C;B;B;E;C;A;A
2025;85652;C;C;C;B;B;D;D;B;A
2025;1321864;C;C;C;B;C;B;D;A;A
2025;72667;C;D;C;B;C;E;D;A;A
2025;74655;C;C;B;B;C;E;C;B;A
2025;100956;C;C;A;B;C;B;D;B;A
2025;1399614;.;.;.;.;.;.;.;.;.
2025;14093;C;C;C;B;C;A;C;A;A
2025;13286;.;.;.;.;.;.;.;.;.
2025;1399486;C;D;C;B;C;B;C;B;B
2025;1059179;B;B;E;A;C;C;B;A;.
2025;1399617;D;E;E;C;D;B;D;B;B
2025;389;C;C;C;A;B;E;D;A;A
2025;90483;C;B;C;A;C;A;D;B;A
2025;1257562;E;D;B;C;C;D;D;E;A
2025;1188900;.;.;.;.;.;.;.;.;.
2025;1408261;D;C;C;B;C;A;D;A;A
2025;1342536;D;C;C;.;C;B;B;.;A
2025;1184060;C;D;B;B;C;B;D;B;A
2025;1257777;C;D;B;B;C;A;D;B;A
2025;49060;C;D;C;B;C;E;D;E;A
2025;5000931;C;C;C;B;C;B;D;E;A
2025;1191415;D;D;A;C;D;B;C;A;A
2025;1399618;D;D;C;A;B;A;C;A;A
2025;1163738;D;D;B;B;C;B;D;A;A
2025;1438629;D;C;C;B;C;A;C;B;B
2025;90059;C;C;C;C;C;C;*;C;.
2025;5000980;C;B;B;B;C;E;C;B;B
2025;1179189;C;C;C;B;C;E;D;E;B
2025;72669;C;C;C;A;C;E;C;B;A
2025;1185025;D;C;C;A;B;A;C;E;A
2025;85652;D;D;C;C;D;C;D;B;A
2025;1399616;C;C;B;C;C;E;C;A;A
2025;1399482;C;D;B;B;C;B;D;A;A
2025;72767;C;D;C;B;C;B;C;B;A
2025;1419799;D;D;A;B;C;E;D;B;A
2025;1465625;C;D;C;B;C;B;D;A;A
2025;1399287;D;D;D;B;B;A;B;B;A
2025;1342536;D;C;C;A;C;A;A;E;B
2025;84352;C;D;C;B;B;A;C;C;A
2025;1629;D;C;B;A;C;B;D;B;A
2025;1190280;D;D;C;C;D;E;C;B;A
2025;1455021;D;C;C;B;B;A;D;A;A
2025;1465625;C;B;B;D;A;B;B;C;A
2025;1166567;D;E;A;B;C;B;B;D;B
2025;1190621;C;D;C;B;C;.;D;A;A
2025;1184060;D;C;C;B;C;B;B;B;A
2025;1465625;C;D;B;B;A;E;D;B;A
2025;1200712;D;D;C;B;C;B;C;B;A
2025;1390317;D;D;C;B;C;B;D;A;A
2025;13723;C;D;B;B;C;B;D;A;A
2025;5000931;D;C;C;B;B;B;C;B;A
2025;98406;E;E;A;D;E;C;E;B;A
2025;9326;D;D;A;C;C;B;B;A;B
2025;90059;D;C;C;B;C;B;D;B;B
2025;86356;C;C;C;B;C;A;C;B;A
2025;1385538;D;D;B;C;B;E;D;A;A
2025;1390317;C;D;C;C;B;B;D;B;A
2025;2304;D;D;A;B;A;A;B;B;A
2025;1408261;D;C;C;C;C;B;D;B;A
2025;18605;D;D;C;A;C;A;C;E;A
2025;5000978;D;D;C;B;C;A;A;B;A
2025;1292726;D;D;C;C;C;B;D;B;A
2025;1108786;C;C;C;B;B;B;D;B;A
2025;1485621;C;C;B;C;C;E;C;B;A
2025;72767;E;D;B;C;C;C;C;A;A
2025;100956;C;D;C;A;C;B;D;A;A
2025;1184432;C;D;B;B;C;D;C;C;A
2025;1295813;D;D;C;B;C;B;E;B;A
2025;5000980;C;E;D;A;B;E;D;E;A
2025;107766;D;E;A;B;B;A;D;B;A
2025;1399619;D;C;C;C;C;A;B;B;A
2025;1184325;C;D;C;B;C;A;D;A;A
2025;1178524;E;E;C;D;E;B;D;E;A
2025;100956;C;D;C;B;C;A;D;A;A
2025;1188900;D;D;A;A;B;B;C;A;A
2025;1385538;D;C;C;A;B;D;D;B;A
2025;1184432;A;A;A;A;A;A;A;A;A
2025;1192188;C;D;C;C;B;D;B;B;A
2025;1184060;D;D;C;B;C;B;C;B;A
2025;5000981;D;D;C;B;B;A;C;B;A
2025;100956;C;C;C;B;C;A;D;A;A
2025;100956;D;D;C;B;C;A;D;B;A
2025;1457707;C;D;C;B;C;A;D;B;A
2025;64918;C;D;C;B;C;B;D;A;A
2025;57402;D;D;C;B;C;B;C;B;A
2025;1179189;C;C;C;B;B;E;D;B;A
2025;1292725;D;C;C;B;C;B;D;A;A
2025;20249;D;D;C;C;C;A;D;B;A
2025;8698;D;D;A;B;B;E;C;C;A
2025;65114;C;D;C;B;C;B;C;B;A
2025;1192047;C;D;C;B;C;E;D;A;A
2025;14975;D;C;D;B;E;D;D;A;A
2025;1188900;D;D;B;B;C;D;C;B;A
2025;1108786;D;C;A;B;C;D;C;B;A
2025;1408505;D;D;C;B;C;C;B;B;A
2025;5001101;C;C;C;B;B;A;D;A;A
2025;82224;C;D;C;B;B;A;D;B;A
2025;1457707;D;D;B;C;C;A;B;B;A
2025;484;C;D;C;B;C;E;D;A;A
2025;98409;D;D;C;B;C;B;C;B;A
2025;1108281;D;D;C;B;B;A;B;B;B
2025;1406536;C;D;C;B;B;A;D;A;A
2025;1108786;D;D;C;B;B;E;D;A;A
2025;1257548;.;.;.;.;.;.;.;.;.
2025;1190667;C;D;C;A;B;E;C;A;B
2025;1483773;E;D;B;C;C;B;D;B;A
2025;60660;D;D;C;B;B;A;C;A;A
2025;1427420;C;C;C;A;C;B;B;B;A
2025;49060;C;D;B;C;D;B;C;D;A
2025;1192047;C;C;C;A;C;A;B;A;A
2025;8698;C;D;B;B;C;A;C;B;B
2025;1184432;D;D;C;B;C;B;C;A;A
2025;1029204;C;D;B;B;C;A;D;B;A
2025;19086;C;D;D;B;C;B;D;A;A
2025;1385538;C;D;C;A;A;A;D;A;A
2025;1349675;D;D;B;B;C;B;A;A;B
2025;1385538;C;D;B;B;C;E;D;A;A
2025;1399482;C;D;B;B;C;D;D;A;A
2025;1487491;E;D;A;D;D;A;A;B;B
2025;98406;C;D;C;B;C;B;C;E;A
2025;65924;D;C;B;B;C;E;D;B;A
2025;5001341;D;D;D;C;C;B;C;B;A
2025;18594;.;.;.;.;.;.;.;.;.
2025;1184060;C;D;B;B;C;A;D;A;A
2025;5001294;D;C;C;B;C;B;D;B;A
2025;1136509;C;D;C;B;C;E;D;B;B
2025;1342536;A;B;B;B;C;C;B;B;A
2025;2304;D;C;C;B;C;B;D;A;A
2025;65114;D;D;C;B;C;A;B;A;A
2025;100956;C;D;B;B;B;B;B;B;A
2025;57402;D;D;C;B;C;A;C;E;B
2025;1292917;C;C;C;A;C;E;D;B;A
2025;1399481;C;D;C;B;B;A;C;A;A
2025;10289;C;C;B;B;C;A;C;B;A
2025;1399287;C;C;C;B;C;A;D;B;A
2025;66361;.;.;.;.;.;.;.;.;.
2025;1477973;C;D;B;B;B;E;D;A;A
2025;1399615;C;D;C;C;B;B;A;E;A
2025;1184432;D;D;C;B;C;E;C;B;A
2025;66361;D;C;B;A;C;A;D;A;A
2025;1184047;D;D;B;B;B;A;C;A;A
2025;5001294;C;D;C;B;B;B;D;B;A
2025;1163738;D;D;D;D;D;D;C;D;.
2025;1193275;D;D;C;B;C;B;C;B;A
2025;39415;D;C;B;B;D;B;C;A;A
2025;5001341;D;D;A;B;A;E;C;B;A
2025;1399486;D;C;C;A;A;A;A;A;A
2025;39415;C;B;D;B;B;A;C;B;A
2025;7676;C;D;B;C;B;A;D;A;A
2025;7705;C;D;C;B;C;E;D;B;A
2025;75821;C;D;C;B;B;E;C;D;A
2025;72767;D;D;C;A;B;A;D;A;A
2025;108882;D;B;C;C;A;D;C;B;A
2025;1202553;.;.;.;.;.;.;.;.;.
2025;1399480;D;D;C;C;D;B;D;A;A
2025;1184047;D;C;C;B;C;A;C;B;A
2025;5001300;E;C;C;D;C;B;C;B;B
2025;1485621;C;C;C;A;B;A;D;B;A
2025;65114;D;D;A;B;C;B;C;A;A
2025;87941;D;D;C;C;C;B;D;B;A
2025;18472;D;D;C;B;C;B;C;B;A
2025;1421100;C;D;B;C;D;B;D;B;A
2025;1029204;C;D;C;B;C;A;D;A;A
2025;84408;C;C;B;C;C;D;D;B;A
2025;78256;E;B;B;B;C;.;A;C;B
2025;78256;C;C;C;C;C;E;D;B;A
2025;59174;.;.;.;.;.;.;.;.;.
2025;1399477;D;D;C;B;B;E;D;A;A
2025;1334344;D;D;C;B;C;A;B;B;A
2025;1108786;D;E;A;B;C;C;B;B;B
2025;90084;C;D;C;B;C;B;D;A;A
2025;1385538;C;B;B;B;C;A;B;A;A
2025;74655;D;D;C;C;B;C;D;B;A
2025;1193275;D;D;C;C;D;C;B;C;A
2025;107766;C;D;C;B;C;A;C;B;A
2025;1385538;D;D;B;B;C;D;E;A;A
2025;1399617;D;C;A;A;A;E;D;A;A
2025;72681;C;D;C;B;B;E;D;E;A
2025;65114;E;D;C;B;C;B;C;A;B
2025;1485621;E;E;A;C;B;A;A;A;A
2025;1193264;D;D;B;B;C;B;D;B;A
2025;1397771;D;D;C;B;C;A;D;B;A
2025;5000812;C;C;C;B;B;A;C;A;A
2025;20360;C;D;B;B;C;A;D;E;A
2025;74655;D;D;C;B;C;A;D;E;A
2025;20249;C;C;C;B;C;B;D;A;A
2025;51835;D;D;C;B;A;E;D;E;A
2025;389;D;B;C;B;C;A;C;E;A
2025;12692;D;B;C;A;B;A;C;A;A
2025;1477973;C;C;C;B;B;A;D;A;A
2025;78256;.;.;.;.;.;.;.;.;.
2025;90059;D;D;B;B;C;B;D;A;A
2025;7676;C;C;C;B;C;B;D;B;A
2025;72669;C;C;D;B;C;B;D;B;A
2025;1487491;C;B;C;B;C;B;D;A;B
2025;1292917;C;C;C;B;B;B;C;A;A
2025;107766;E;C;C;B;C;A;C;B;A
2025;1136509;C;C;C;A;C;A;D;A;A
2025;5001294;C;C;C;B;C;A;D;B;A
2025;1179501;C;C;B;C;C;B;C;A;A
2025;389;C;D;B;B;C;B;D;A;A
2025;65924;C;D;C;B;C;E;C;A;A
2025;51835;D;C;C;B;C;C;C;B;A
2025;1136509;C;C;D;B;C;E;C;B;A
2025;72663;E;E;A;D;D;E;E;E;A
2025;1408505;C;D;D;C;B;A;E;E;A
2025;1321864;D;D;C;B;B;E;D;B;A
2025;1421100;D;B;C;B;C;B;D;A;A
2025;15475;D;D;C;B;B;E;D;B;A
2025;57402;C;C;C;B;C;A;C;B;A
2025;1190280;C;C;C;B;B;A;C;B;A
2025;1190280;C;D;C;B;D;B;B;B;B
2025;99476;C;D;C;B;C;E;D;A;A
2025;74655;C;B;C;B;A;B;D;A;A
2025;5000981;D;D;C;B;D;A;C;B;A
2025;1178524;D;D;A;C;C;B;D;B;A
2025;1108786;D;D;C;B;C;D;C;A;A
2025;74655;C;B;C;B;B;E;D;B;A
2025;99476;C;C;C;B;C;A;C;A;A
2025;74655;D;C;C;B;A;A;A;B;A
2025;5345;D;D;A;D;D;B;C;D;A
2025;65114;C;D;B;B;C;B;C;B;A
2025;11233;C;C;B;B;B;D;D;B;A
2025;85652;.;.;.;.;.;.;.;.;.
2025;39415;C;B;B;B;C;A;C;B;A
2025;84408;C;C;C;B;C;A;D;A;A
2025;1108786;C;C;C;C;C;C;C;C;.
2025;75821;C;.;.;.;.;.;.;.;.
2025;9996;D;D;C;B;C;B;C;B;A
2025;1321864;D;C;C;B;C;D;D;D;A
2025;20249;D;C;C;B;A;B;C;B;A
2025;78256;C;C;C;B;B;D;D;B;A
2025;72681;C;C;C;A;B;E;C;B;A
2025;1390311;C;C;B;B;C;A;B;A;B
2025;1421013;C;D;C;A;C;A;C;B;A
2025;389;D;D;C;A;C;A;C;A;A
2025;1192188;D;E;D;B;C;B;D;D;A
2025;1189607;E;C;C;A;D;B;C;B;A
2025;1334344;D;B;C;A;B;A;C;C;A
2025;9996;D;D;B;B;C;A;A;B;A
2025;1477973;C;C;C;B;B;E;D;B;A
2025;1178672;C;D;C;B;C;*;D;*;A
2025;1445016;C;D;D;B;C;E;E;E;A
2025;1408507;D;D;C;A;C;B;D;B;A
2025;72669;C;D;C;A;B;E;D;B;A
2025;5000979;.;.;.;.;.;.;.;.;.
2025;1292726;D;D;C;A;B;A;C;B;A
2025;107766;D;D;C;B;C;A;D;A;B
2025;5206;.;.;.;.;.;.;.;.;.
2025;1257524;C;C;C;A;B;E;D;B;A
2025;1399619;D;C;C;B;C;A;C;A;A
2025;1390311;C;C;C;B;C;E;D;B;A
2025;1184325;D;C;A;B;B;D;D;B;A
2025;1408507;D;D;C;C;C;B;D;E;A
2025;1349675;C;D;C;A;C;B;E;B;A
2025;72681;D;D;C;B;C;A;A;B;A
2025;1029204;D;D;C;C;C;C;C;A;.
2025;18472;E;D;B;B;C;A;D;B;A
2025;1178524;D;C;B;B;B;B;A;A;A
2025;74655;C;C;B;B;C;B;D;B;A
2025;9996;C;D;C;B;D;B;B;B;A
2025;87941;C;C;C;B;C;E;C;A;A
2025;90059;D;D;B;A;C;E;D;B;A
2025;1202539;D;C;C;B;C;A;C;B;B
2025;84408;D;C;B;B;C;A;C;B;A
2025;84408;D;B;C;B;C;B;D;B;A
2025;1438629;D;D;B;B;C;B;D;B;A
2025;15343;C;D;C;B;C;B;.;B;A
2025;1192188;D;E;D;B;C;B;D;D;A
2025;72669;D;D;C;B;C;A;C;A;A
2025;72767;D;D;C;C;C;E;C;A;A
2025;1029204;E;E;A;C;C;A;B;B;B
2025;1421013;D;D;C;B;C;B;D;B;A
2025;1399618;C;D;C;B;B;A;C;D;A
2025;7676;C;C;C;B;C;D;D;B;A
2025;54494;D;D;B;C;C;D;B;B;A
2025;72681;D;D;B;C;C;B;D;B;A
2025;1163738;C;C;C;C;C;B;D;A;A
2025;1185903;C;C;B;B;C;B;D;A;A
2025;1292917;D;D;C;B;C;B;D;D;A
2025;1029204;C;D;C;B;B;B;C;B;A
2025;72767;C;D;C;B;B;B;D;A;A
2025;1178524;C;D;D;B;C;C;D;E;A
2025;72681;C;C;C;B;C;A;C;B;A
2025;72681;C;C;A;B;C;B;E;E;A
2025;1192188;.;.;.;.;.;.;.;.;.
2025;9805;C;C;C;B;C;E;C;A;A
2025;85652;D;C;C;C;B;D;C;A;B
2025;14975;D;D;C;A;B;A;C;A;A
2025;1390311;C;C;C;B;C;A;B;A;B
2025;1465625;C;E;C;B;C;B;D;B;A
2025;72681;C;D;C;B;C;E;C;B;A
2025;1292713;D;D;C;D;D;B;D;B;A
2025;1399478;D;D;C;B;C;E;.;B;A
2025;107666;D;D;C;B;C;A;D;A;A
2025;1292917;A;D;C;B;B;A;D;B;A
2025;72681;D;C;C;C;C;B;C;B;A
2025;74655;D;C;A;B;C;B;B;B;A
2025;5000812;C;D;B;B;C;B;D;A;A
2025;868;C;D;C;C;C;E;B;A;A
2025;10591;C;D;C;B;C;A;C;B;A
2025;18472;C;C;C;B;C;A;D;B;A
2025;1257777;D;D;C;A;C;E;D;A;A
2025;1629;C;D;C;B;B;A;C;B;A
2025;108882;C;D;D;B;B;E;D;B;B
2025;82224;D;B;C;B;B;A;D;B;A
2025;1399616;C;C;C;A;B;D;C;B;A
2025;91399;D;D;C;B;C;B;D;B;A
2025;97679;C;D;C;B;C;A;D;A;A
2025;1185025;D;E;C;B;C;B;D;B;A
2025;74655;C;C;A;B;C;B;D;B;A
2025;1385538;C;D;C;B;C;A;C;A;A
2025;1178672;C;B;D;A;B;A;D;B;A
2025;85652;C;B;B;B;D;D;C;B;B
2025;5000812;C;D;C;C;C;B;D;A;A
2025;18605;D;D;B;B;C;B;E;B;A
2025;57402;D;D;A;C;A;A;C;B;A
2025;72667;C;C;C;B;B;E;C;A;A
2025;1184325;D;D;A;B;C;D;D;B;A
2025;65114;D;C;B;B;C;B;D;A;A
2025;1399616;E;D;A;B;C;B;C;B;A
2025;18472;D;D;C;B;C;E;D;B;A
2025;1334344;B;B;C;A;C;E;E;A;A
2025;1321864;C;C;C;A;B;A;D;B;A
2025;5000979;D;C;C;B;C;A;A;A;A
2025;3677;C;C;C;C;C;E;D;B;A
2025;1518;D;C;C;C;C;B;D;B;A
2025;1518495;D;C;C;B;B;B;C;B;A
2025;6496;D;C;C;B;C;E;D;B;A
2025;1322329;C;C;A;B;C;B;C;B;B
2025;72767;C;C;B;B;C;E;D;B;A
2025;1050663;.;.;.;.;.;.;.;.;.
2025;1321864;C;C;A;B;C;A;C;A;A
2025;1178524;D;D;C;B;B;B;D;B;A
2025;1179501;C;D;C;B;B;E;D;D;A
2025;65924;C;C;C;C;C;D;C;B;A
2025;1342536;C;D;C;A;B;A;B;A;A
2025;1342536;D;C;A;A;C;A;A;D;A
2025;20249;C;D;C;B;C;E;D;A;A
2025;15343;C;D;C;B;C;A;C;B;A
2025;78256;C;C;A;B;C;E;D;A;A
2025;5001294;E;E;B;C;D;D;B;B;A
2025;107766;C;C;C;B;C;B;C;A;A
2025;1193275;.;.;.;.;.;.;.;.;.
2025;18605;E;E;A;D;E;B;C;B;A
2025;13453;D;C;B;B;C;A;C;B;A
2025;78256;D;B;B;B;*;.;D;.;.
2025;1342449;D;D;B;B;C;B;C;B;B
2025;1390309;.;.;.;.;.;.;.;.;.
2025;1334344;D;C;C;B;C;B;B;A;A
2025;121850;B;C;C;B;C;E;D;C;A
2025;1399616;D;D;D;B;B;B;D;B;A
2025;84352;D;D;B;C;C;B;A;B;A
2025;1179501;C;D;C;B;A;A;D;A;A
2025;1342536;D;D;C;B;B;A;C;A;A
2025;1385538;D;D;C;B;C;B;C;B;A
2025;14234;C;D;C;B;E;*;D;A;A
2025;1184060;E;C;C;C;C;B;D;B;A
2025;1050663;D;D;C;B;C;A;B;B;A
2025;1363536;D;D;D;B;C;B;C;A;A
2025;20249;C;D;C;B;B;B;C;A;A
2025;1190667;C;C;A;A;B;A;C;A;A
2025;1399477;D;C;B;B;C;B;C;A;A
2025;57402;D;D;C;D;C;E;D;E;.
2025;5001294;D;C;C;B;B;E;C;B;A
2025;66361;D;D;C;B;C;B;C;A;A
2025;19294;D;D;C;C;C;E;D;B;A
2025;1108786;C;C;C;A;C;E;D;A;A
2025;100956;.;.;.;.;.;.;.;.;.
2025;2392;C;D;C;A;B;E;C;A;A
2025;8698;D;D;C;B;B;A;D;B;A
2025;100688;D;C;C;A;B;E;B;A;A
2025;5001294;D;D;C;C;C;A;C;A;A
2025;1192188;C;C;C;B;C;B;D;A;A
2025;1399483;C;D;C;B;C;B;D;A;A
2025;1408505;C;D;C;B;B;E;D;A;A
2025;1465625;E;D;A;D;C;B;B;B;B
2025;1184047;C;B;C;A;C;A;A;D;A
2025;13286;D;E;A;.;.;.;.;.;.
2025;65114;C;C;C;B;B;B;D;A;A
2025;5000980;D;D;B;B;A;B;D;D;A
2025;8698;C;D;B;B;B;A;C;B;A
2025;1202539;C;D;B;B;C;E;D;A;A
2025;7414;C;C;C;B;C;E;D;B;A
2025;1188127;C;D;C;A;B;E;D;E;A
2025;389;C;C;C;B;C;A;D;B;A
2025;10289;C;D;C;B;C;B;D;B;A
2025;1029204;C;D;C;B;C;A;D;A;A
2025;1419799;C;D;C;B;C;E;D;B;A
2025;7414;D;D;C;B;C;E;D;B;A
2025;1295813;C;C;C;B;C;A;C;B;A
2025;5001294;E;C;C;B;C;A;B;A;A
2025;1193275;C;C;C;B;B;B;E;B;A
2025;1390311;D;C;C;C;C;A;C;B;A
2025;1399479;D;D;C;B;C;B;D;A;A
2025;5001341;E;D;C;B;D;B;C;B;B
2025;1179189;D;D;C;B;D;A;D;B;A
2025;6496;D;D;C;B;C;A;E;B;A
2025;90483;C;D;C;B;B;B;D;B;A
2025;1184325;C;C;C;A;B;E;D;A;A
2025;65114;D;C;C;A;B;A;D;A;B
2025;72669;C;B;B;B;C;B;D;B;A
2025;7414;D;D;C;B;B;B;C;B;A
2025;64918;C;D;C;B;A;B;B;A;A
2025;5345;D;D;D;B;C;E;E;E;A
2025;1518495;D;C;C;A;B;B;B;A;A
2025;5000981;C;D;C;A;C;B;D;B;A
2025;12970;C;D;C;B;B;A;C;A;A
2025;5000001;C;D;C;B;C;C;D;B;A
2025;64918;C;C;C;B;B;B;D;A;A
2025;5001300;C;D;B;B;B;A;D;A;A
2025;87537;D;D;A;B;C;A;C;B;A
2025;20249;C;D;C;B;C;E;D;B;A
2025;1483773;C;C;C;B;C;E;C;B;A
2025;5000979;C;D;C;B;C;E;D;A;A
2025;85652;D;D;C;A;C;A;D;A;A
2025;1187646;C;D;C;B;C;E;D;B;A
2025;1385538;E;E;A;E;E;B;E;B;A
2025;11316;C;D;C;C;B;B;D;B;A
2025;85652;C;C;C;B;B;B;D;A;A
2025;72767;C;C;C;B;C;A;C;B;A
2025;1427420;.;.;.;.;.;.;.;.;.
2025;1427419;.;.;.;.;.;.;.;.;.
2025;1184060;C;C;C;C;C;C;C;C;B
2025;7676;C;C;C;A;B;E;D;A;A
2025;93001;C;C;B;A;C;E;D;A;A
2025;65114;B;C;C;A;B;E;E;A;A
2025;57402;E;D;C;B;D;A;B;B;A
2025;1399489;D;D;C;B;C;B;D;B;A
2025;75821;.;.;.;.;.;.;.;.;.
2025;1104264;D;D;C;B;C;A;C;B;A
2025;8698;C;C;A;A;B;A;D;A;A
2025;72767;C;C;A;B;C;A;C;A;A
2025;1399480;D;C;C;C;B;A;C;A;A
2025;64918;D;D;C;D;D;B;D;B;A
2025;1399482;D;E;C;B;C;B;C;B;B
2025;84408;C;C;C;A;B;A;C;B;A
2025;14615;C;C;C;B;C;A;C;B;B
2025;1179189;C;C;C;C;B;A;D;A;A
2025;10289;D;D;B;C;C;D;D;B;A
2025;1453564;C;D;C;B;C;B;D;A;A
2025;1453564;D;D;B;B;C;A;C;B;A
2025;1173014;D;C;C;B;C;B;D;B;A
2025;72667;D;C;C;B;D;E;D;B;A
2025;1188900;D;D;C;B;C;E;D;B;A
2025;5000980;C;D;C;B;C;A;D;B;A
2025;1108786;C;D;C;B;B;B;C;A;A
2025;1477973;D;D;C;B;C;B;C;A;A
2025;1190667;D;D;B;B;B;B;A;B;A
2025;84408;D;B;C;B;C;B;D;A;A
2025;1465625;C;D;C;B;C;B;D;A;A
2025;7105;D;D;C;B;C;A;B;C;A
2025;1184047;D;D;A;B;C;E;D;B;A
2025;1322329;D;D;C;B;C;B;C;B;A
2025;1188127;D;D;C;B;C;A;C;B;A
2025;18605;C;D;C;C;C;B;D;B;A
2025;1190280;C;D;C;B;C;A;C;B;B
2025;74655;C;D;C;B;C;E;D;A;A
2025;85652;C;B;B;A;C;D;C;A;A
2025;1399477;D;D;C;B;C;E;D;B;A
2025;108884;C;C;C;B;B;A;C;B;A
2025;85652;D;D;C;C;D;B;C;B;A
2025;19294;E;D;E;B;C;B;B;D;A
2025;1399618;D;D;C;C;C;B;D;B;A
2025;49060;C;D;B;B;B;A;D;B;A
2025;86356;D;D;B;B;C;E;D;B;A
2025;99476;C;D;B;A;B;E;C;C;A
2025;1184325;D;D;C;B;C;E;B;A;A
2025;1445016;C;D;C;C;A;D;D;B;A
2025;1200578;C;B;C;B;C;A;D;B;A
2025;121850;C;C;C;C;C;D;C;B;A
2025;100956;D;D;B;C;C;B;C;B;A
2025;1399618;D;D;B;B;B;A;B;B;A
2025;1399614;D;D;D;A;A;B;D;C;A
2025;72669;D;D;A;B;C;E;D;A;A
2025;85652;C;D;C;B;C;B;C;A;A
2025;1399619;D;E;C;A;C;A;D;A;A
2025;65924;D;C;C;B;A;D;D;B;B
2025;1399614;C;D;C;B;C;B;D;B;A
2025;1184060;D;D;D;B;D;A;B;B;A
2025;15343;C;D;C;B;C;E;D;E;A
2025;99476;D;C;C;B;B;E;C;B;A
2025;1178672;D;E;E;A;C;B;B;C;B
2025;1185903;C;D;B;B;C;B;D;B;A
2025;9772;C;D;B;A;B;E;D;E;A
2025;6711;C;D;C;B;B;E;D;A;A
2025;75821;C;C;C;A;B;A;C;A;A
2025;1486822;D;D;C;B;C;B;C;B;A
2025;18472;D;C;A;B;C;B;D;D;A
2025;100688;C;D;C;B;C;B;D;A;A
2025;1168313;C;D;C;B;C;A;D;A;A
2025;1200578;D;D;D;B;C;E;D;A;A
2025;10289;D;C;B;B;C;B;C;B;A
2025;59174;C;D;C;B;C;B;C;A;A
2025;85652;D;D;B;B;C;A;C;A;A
2025;15475;C;D;C;A;B;E;D;A;A
2025;9996;C;D;B;B;A;B;E;E;A
2025;100956;D;D;C;A;C;A;C;B;A
2025;9988;D;B;C;C;C;B;C;C;A
2025;1349675;C;D;A;B;C;B;D;A;A
2025;65114;D;D;B;B;C;D;C;B;A
2025;1397771;D;C;B;A;C;E;C;B;A
2025;51835;C;C;C;B;B;A;D;A;A
2025;1385538;C;C;C;A;B;B;B;A;A
2025;1465625;C;D;C;D;D;E;C;B;A
2025;5001183;C;D;C;A;B;B;D;B;A
2025;100688;C;C;B;B;C;E;C;A;A
2025;1342536;A;A;A;A;A;A;A;A;A
2025;64918;D;D;C;B;B;D;A;A;A
2025;1399481;D;C;B;B;B;B;D;A;A
2025;1192047;C;D;B;B;C;B;C;A;A
2025;1190667;C;D;C;B;B;B;D;A;A
2025;1188127;D;C;C;B;C;A;C;A;A
2025;72663;D;D;B;B;C;A;D;B;A
2025;1438629;C;D;C;B;C;A;D;A;A
2025;14975;A;C;C;B;C;A;C;B;A
2025;1725;C;C;B;B;B;E;D;B;A
2025;9988;D;D;C;A;B;B;D;B;A
2025;78256;D;C;B;C;B;B;C;B;A
2025;100956;D;D;C;B;C;B;E;B;A
2025;1487491;D;B;B;B;C;B;D;A;A
2025;5000979;D;B;C;C;C;A;C;A;A
2025;18472;D;C;D;B;C;D;B;B;A
2025;1322329;D;D;A;B;C;A;B;A;B
2025;100956;D;D;C;B;C;B;D;B;A
2025;99476;D;D;C;D;C;A;B;B;A
2025;1190280;A;C;C;A;B;D;D;B;A
2025;1171609;C;D;C;B;B;A;C;A;A
2025;75821;D;C;C;B;B;E;D;B;A
2025;1173014;C;D;D;B;C;B;C;B;A
2025;1107;E;C;C;B;C;B;D;B;A
2025;5000979;C;E;E;C;D;C;D;D;A
2025;1171609;C;B;C;B;B;C;B;B;A
2025;5000980;C;C;C;B;C;E;C;A;A
2025;9996;C;C;C;B;B;A;C;B;A
2025;389;D;C;C;B;A;D;C;E;A
2025;72669;C;C;B;C;C;D;C;B;A
2025;13601;C;D;C;A;B;E;D;B;A
2025;75821;.;.;.;.;.;.;.;.;.
2025;98409;D;D;C;B;C;A;C;B;A
2025;12015;C;D;C;B;D;B;D;B;A
2025;5001341;D;D;B;B;C;B;D;A;A
2025;72675;C;D;C;B;C;A;C;E;A
2025;1188849;D;D;C;B;C;B;D;B;A
2025;1179189;C;C;C;B;B;B;D;A;A
2025;1399618;C;D;C;B;C;A;D;A;A
2025;72675;D;D;D;B;C;B;D;B;A
2025;1193275;D;D;C;A;B;E;D;A;A
2025;98406;D;D;C;A;B;A;D;B;A
2025;1185025;D;C;C;B;C;B;C;A;A
2025;1108281;C;C;C;B;B;A;C;B;A
